subID,N,sigma,H_true,H_subj,H_subj_EST,noise_in_DV,lapse_rate,pct
sim150030055500,150,30,0.05,0.55,0.61867581518483,2.76588123198323,0.499999998335109,5.33333333333333
sim150030056000,150,30,0.05,0.6,0.526469957695011,1.45402447473551,0.499999992276124,4.66666666666667
sim150030056500,150,30,0.05,0.65,0.538979223413361,1.53113125807033,0.499999992032656,7.33333333333333
sim150030057000,150,30,0.05,0.7,0.536909337265278,1.34826158001856,0.499999991678945,9.33333333333333
sim150030057500,150,30,0.05,0.75,0.531524771955266,1.20679047479395,0.499999992104337,6.66666666666667
sim150030058000,150,30,0.05,0.8,0.53198975838952,1.76890980550075,0.499999999921004,6.66666666666667
sim150030058500,150,30,0.05,0.85,0.491898667372258,6.25926392498486,0.499999997906778,6.66666666666667
sim150030059000,150,30,0.05,0.9,0.536745227971144,1.82638363361917,0.499999999915909,8.66666666666667
sim150030059500,150,30,0.05,0.95,0.539646120740288,1.50737333881412,0.499999999912935,11.3333333333333
sim1500300510000,150,30,0.05,1,0.999999999912578,9.29689781723674,0.469253992963022,51.3333333333333
sim150030950000,150,30,0.95,0,0.529197091258025,5.88490253724127,0.499999946942027,48
sim150030950500,150,30,0.95,0.05,0.502413185832943,6.97118531615476,0.499999997851715,7.33333333333333
sim150030951000,150,30,0.95,0.1,0.469451398562835,5.97125883579677,0.499999997708153,10
sim150030951500,150,30,0.95,0.15,0.473934830908854,6.05867866899098,0.499999999616342,1.33333333333333
sim150030952000,150,30,0.95,0.2,0.678351931791642,3.07756831821495,0.499999992094776,4.66666666666667
sim150030952500,150,30,0.95,0.25,0.473625668286513,1.30644965375248,0.499999999924181,5.33333333333333
sim150030953000,150,30,0.95,0.3,0.481536154240804,5.89085949299851,0.499999956967298,8.66666666666667
sim150030953500,150,30,0.95,0.35,0.432745189431463,1.37456856875691,0.49999999992935,2
sim150030954000,150,30,0.95,0.4,0.471442539184187,5.90953496949118,0.499999799170704,5.33333333333333
sim150030954500,150,30,0.95,0.45,0.472590253896588,6.04629740699706,0.499999789384454,4.66666666666667
sim150030955000,150,30,0.95,0.5,0.170006414009232,0.0249635778073589,0.31333332613051,68
sim150030955500,150,30,0.95,0.55,0.999999847476878,5.73907057703083,0.000487669659695035,92.6666666666667
sim150030956000,150,30,0.95,0.6,0.999999996781984,4.48331631147528,0.00785756005035025,93.3333333333333
sim150030956500,150,30,0.95,0.65,0.999999998627461,0.0747089937337855,0.0133077477191705,93.3333333333333
sim150030957000,150,30,0.95,0.7,0.999999999200317,3.22044112740099,0.0148726507917174,94
sim150030957500,150,30,0.95,0.75,0.999999894783649,5.20813819926999,0.00390627905134317,98
